id,region,date,rainfall_mm,temperature_c,humidity
1782,Srinagar,2025-04-04,74.21,31.4,39.6
1783,Aizawl,2025-04-04,208.24,11.8,49.6
1784,Pauri,2025-04-04,290.99,19.3,79.6
1785,Joshimath,2025-04-04,253.34,31.7,48.0
1786,Itanagar,2025-04-04,169.73,11.8,71.4
1787,Shimla,2025-04-05,168.57,15.3,73.8
1788,Manali,2025-04-05,27.35,21.5,91.9
1789,Dehradun,2025-04-05,289.01,12.0,79.2
1790,Nainital,2025-04-05,65.13,11.8,64.6
1791,Leh,2025-04-05,254.81,23.7,67.7
1792,Gangtok,2025-04-05,306.82,18.0,94.6
1793,Darjeeling,2025-04-05,184.53,28.5,97.4
1794,Munnar,2025-04-05,69.0,13.1,40.4
1795,Kedarnath,2025-04-05,283.57,21.1,58.5
1796,Kargil,2025-04-05,140.28,28.5,42.5
1797,Mussoorie,2025-04-05,89.15,15.7,48.3
1798,Tawang,2025-04-05,262.34,5.1,39.0
1799,Cherrapunji,2025-04-05,234.11,18.8,60.7
1800,Pithoragarh,2025-04-05,184.65,16.4,68.2
1801,Srinagar,2025-04-05,28.23,9.3,41.1
1802,Aizawl,2025-04-05,174.62,24.3,36.5
1803,Pauri,2025-04-05,127.07,22.4,92.7
1804,Joshimath,2025-04-05,301.55,23.8,57.2
1805,Itanagar,2025-04-05,27.06,20.7,85.4
1806,Shimla,2025-04-06,41.98,9.3,89.0
1807,Manali,2025-04-06,284.44,19.9,83.9
1808,Dehradun,2025-04-06,56.05,15.9,45.5
1809,Nainital,2025-04-06,33.33,27.6,53.9
1810,Leh,2025-04-06,276.71,12.7,74.4
1811,Gangtok,2025-04-06,97.17,7.6,87.1
1812,Darjeeling,2025-04-06,187.65,17.5,52.3
1813,Munnar,2025-04-06,349.84,18.3,76.4
1814,Kedarnath,2025-04-06,349.67,23.3,35.2
1815,Kargil,2025-04-06,226.0,28.5,65.8
1816,Mussoorie,2025-04-06,9.98,14.8,67.6
1817,Tawang,2025-04-06,62.83,17.4,77.4
1818,Cherrapunji,2025-04-06,209.53,18.4,41.3
1819,Pithoragarh,2025-04-06,91.27,23.6,74.3
1820,Srinagar,2025-04-06,24.05,21.0,94.2
1821,Aizawl,2025-04-06,164.5,17.6,92.5
1822,Pauri,2025-04-06,28.78,11.2,66.9
1823,Joshimath,2025-04-06,127.58,29.3,78.4
1824,Itanagar,2025-04-06,144.07,22.3,43.9
1825,Shimla,2025-04-07,82.62,22.8,76.2
1826,Manali,2025-04-07,339.4,16.2,59.9
1827,Dehradun,2025-04-07,176.16,11.1,49.7
1828,Nainital,2025-04-07,88.94,27.7,50.8
1829,Leh,2025-04-07,182.8,11.6,83.1
1830,Gangtok,2025-04-07,164.53,31.4,66.5
1831,Darjeeling,2025-04-07,191.82,24.9,92.0
1832,Munnar,2025-04-07,300.38,17.8,78.8
1833,Kedarnath,2025-04-07,51.29,6.5,37.6
1834,Kargil,2025-04-07,223.89,23.0,74.2
1835,Mussoorie,2025-04-07,301.16,24.2,65.3
1836,Tawang,2025-04-07,273.3,22.4,87.3
1837,Cherrapunji,2025-04-07,140.21,31.8,95.0
1838,Pithoragarh,2025-04-07,65.11,9.2,36.1
1839,Srinagar,2025-04-07,277.62,15.5,90.5
1840,Aizawl,2025-04-07,74.86,30.5,71.1
1841,Pauri,2025-04-07,136.72,14.0,54.3
1842,Joshimath,2025-04-07,344.27,11.8,78.5
1843,Itanagar,2025-04-07,211.32,26.7,59.8
1844,Shimla,2025-04-08,163.15,20.6,48.6
1845,Manali,2025-04-08,127.41,5.4,79.7
1846,Dehradun,2025-04-08,199.96,17.0,39.8
1847,Nainital,2025-04-08,73.07,13.4,89.7
1848,Leh,2025-04-08,275.17,29.1,40.9
1849,Gangtok,2025-04-08,274.56,17.9,81.8
1850,Darjeeling,2025-04-08,191.41,15.9,89.8
1851,Munnar,2025-04-08,23.84,29.3,61.7
1852,Kedarnath,2025-04-08,44.86,29.7,45.1
1853,Kargil,2025-04-08,160.0,19.9,38.3
1854,Mussoorie,2025-04-08,295.81,16.1,91.2
1855,Tawang,2025-04-08,8.3,8.9,44.4
1856,Cherrapunji,2025-04-08,214.4,11.7,76.5
1857,Pithoragarh,2025-04-08,106.31,29.0,89.1
1858,Srinagar,2025-04-08,263.01,22.6,91.3
1859,Aizawl,2025-04-08,163.07,13.7,76.4
1860,Pauri,2025-04-08,334.6,12.4,75.6
1861,Joshimath,2025-04-08,252.33,9.2,75.0
1862,Itanagar,2025-04-08,202.59,29.6,41.6
1863,Shimla,2025-04-09,270.01,6.1,47.4
1864,Manali,2025-04-09,124.05,6.0,88.3
1865,Dehradun,2025-04-09,208.92,14.9,38.6
1866,Nainital,2025-04-09,346.23,19.1,79.9
1867,Leh,2025-04-09,42.22,28.9,63.8
1868,Gangtok,2025-04-09,150.39,24.4,58.3
1869,Darjeeling,2025-04-09,28.93,22.0,80.3
1870,Munnar,2025-04-09,162.01,31.6,67.5
1871,Kedarnath,2025-04-09,256.21,5.7,78.7
1872,Kargil,2025-04-09,324.23,28.4,88.3
1873,Mussoorie,2025-04-09,285.61,15.3,36.6
1874,Tawang,2025-04-09,47.26,19.9,65.2
1875,Cherrapunji,2025-04-09,211.59,15.0,84.0
1876,Pithoragarh,2025-04-09,172.27,11.7,56.1
1877,Srinagar,2025-04-09,280.76,22.7,97.4
1878,Aizawl,2025-04-09,126.18,28.0,92.0
1879,Pauri,2025-04-09,247.18,29.5,43.6
1880,Joshimath,2025-04-09,131.46,24.5,60.4
1881,Itanagar,2025-04-09,251.89,19.3,92.7
1882,Shimla,2025-04-10,229.04,10.3,72.6
1883,Manali,2025-04-10,300.58,9.1,89.6
1884,Dehradun,2025-04-10,116.74,12.3,38.3
1885,Nainital,2025-04-10,276.17,9.4,58.9
1886,Leh,2025-04-10,55.05,31.2,69.2
1887,Gangtok,2025-04-10,237.68,11.7,94.5
1888,Darjeeling,2025-04-10,40.18,25.2,43.2
1889,Munnar,2025-04-10,144.05,11.7,83.5
1890,Kedarnath,2025-04-10,140.07,29.1,90.7
1891,Kargil,2025-04-10,251.93,17.9,86.7
1892,Mussoorie,2025-04-10,50.25,25.4,77.8
1893,Tawang,2025-04-10,223.03,24.6,96.5
1894,Cherrapunji,2025-04-10,91.29,10.4,83.9
1895,Pithoragarh,2025-04-10,238.17,13.9,93.1
1896,Srinagar,2025-04-10,134.41,14.4,55.4
1897,Aizawl,2025-04-10,29.05,8.6,96.7
1898,Pauri,2025-04-10,253.48,28.4,79.6
1899,Joshimath,2025-04-10,19.28,22.8,72.8
1900,Itanagar,2025-04-10,308.69,9.5,40.4
1901,Shimla,2025-04-11,291.74,10.7,58.8
1902,Manali,2025-04-11,78.96,30.5,54.2
1903,Dehradun,2025-04-11,71.14,21.0,69.4
1904,Nainital,2025-04-11,57.06,30.3,88.8
1905,Leh,2025-04-11,122.54,12.3,39.5
1906,Gangtok,2025-04-11,131.1,17.1,52.5
1907,Darjeeling,2025-04-11,61.5,20.7,79.2
1908,Munnar,2025-04-11,322.0,31.9,67.1
1909,Kedarnath,2025-04-11,201.48,27.9,82.7
1910,Kargil,2025-04-11,114.23,30.7,97.9
1911,Mussoorie,2025-04-11,22.62,17.5,95.2
1912,Tawang,2025-04-11,60.52,16.7,69.5
1913,Cherrapunji,2025-04-11,248.86,10.1,91.9
1914,Pithoragarh,2025-04-11,277.54,19.4,63.6
1915,Srinagar,2025-04-11,58.52,31.2,92.1
1916,Aizawl,2025-04-11,340.13,5.8,44.4
1917,Pauri,2025-04-11,338.41,18.5,42.0
1918,Joshimath,2025-04-11,196.24,26.0,37.6
1919,Itanagar,2025-04-11,16.56,23.6,75.3
1920,Shimla,2025-04-12,183.17,28.9,68.6
1921,Manali,2025-04-12,19.54,18.3,35.0
1922,Dehradun,2025-04-12,32.46,6.4,73.0
1923,Nainital,2025-04-12,175.52,21.9,44.2
1924,Leh,2025-04-12,298.48,18.7,46.7
1925,Gangtok,2025-04-12,327.21,15.5,93.5
1926,Darjeeling,2025-04-12,278.6,7.9,62.5
1927,Munnar,2025-04-12,92.42,31.0,43.5
1928,Kedarnath,2025-04-12,223.25,23.8,44.4
1929,Kargil,2025-04-12,24.33,14.4,94.0
1930,Mussoorie,2025-04-12,315.64,11.4,44.9
1931,Tawang,2025-04-12,95.71,30.7,75.3
1932,Cherrapunji,2025-04-12,346.71,17.5,97.8
1933,Pithoragarh,2025-04-12,341.21,29.1,56.7
1934,Srinagar,2025-04-12,317.46,14.6,81.8
1935,Aizawl,2025-04-12,99.92,28.9,78.2
1936,Pauri,2025-04-12,323.78,9.0,79.7
1937,Joshimath,2025-04-12,69.79,23.5,91.6
1938,Itanagar,2025-04-12,265.31,11.7,80.8
1939,Shimla,2025-04-13,184.04,25.8,70.0
1940,Manali,2025-04-13,14.46,25.5,74.6
1941,Dehradun,2025-04-13,157.73,14.5,41.8
1942,Nainital,2025-04-13,86.51,28.9,53.1
1943,Leh,2025-04-13,107.73,19.8,67.5
1944,Gangtok,2025-04-13,118.36,12.3,57.7
1945,Darjeeling,2025-04-13,257.09,14.9,84.5
1946,Munnar,2025-04-13,155.24,7.3,69.1
1947,Kedarnath,2025-04-13,180.31,29.1,55.5
1948,Kargil,2025-04-13,77.74,30.1,48.9
1949,Mussoorie,2025-04-13,39.54,28.1,44.1
1950,Tawang,2025-04-13,322.28,26.5,43.0
1951,Cherrapunji,2025-04-13,306.55,7.0,62.7
1952,Pithoragarh,2025-04-13,237.27,19.6,35.3
1953,Srinagar,2025-04-13,46.33,15.6,80.3
1954,Aizawl,2025-04-13,226.41,9.5,80.4
1955,Pauri,2025-04-13,39.53,19.6,58.8
1956,Joshimath,2025-04-13,285.43,19.6,67.4
1957,Itanagar,2025-04-13,63.75,5.3,76.1
1958,Shimla,2025-04-14,283.21,23.5,78.4
1959,Manali,2025-04-14,39.3,24.9,70.5
1960,Dehradun,2025-04-14,158.7,18.9,62.6
1961,Nainital,2025-04-14,103.26,11.8,69.2
1962,Leh,2025-04-14,285.24,20.0,81.8
1963,Gangtok,2025-04-14,173.23,7.2,92.1
1964,Darjeeling,2025-04-14,85.39,18.5,47.0
1965,Munnar,2025-04-14,41.27,16.6,76.0
1966,Kedarnath,2025-04-14,241.56,27.8,93.0
1967,Kargil,2025-04-14,163.34,6.3,74.0
1968,Mussoorie,2025-04-14,48.74,18.6,68.3
1969,Tawang,2025-04-14,19.25,31.5,82.9
1970,Cherrapunji,2025-04-14,200.08,26.3,38.4
1971,Pithoragarh,2025-04-14,25.03,20.7,83.2
1972,Srinagar,2025-04-14,148.08,5.5,37.7
1973,Aizawl,2025-04-14,269.19,5.8,97.4
1974,Pauri,2025-04-14,346.84,6.5,95.0
1975,Joshimath,2025-04-14,115.53,29.5,42.7
1976,Itanagar,2025-04-14,64.71,6.8,73.6
1977,Shimla,2025-04-15,97.31,13.2,35.8
1978,Manali,2025-04-15,72.97,7.3,55.5
1979,Dehradun,2025-04-15,232.32,14.4,37.0
1980,Nainital,2025-04-15,278.59,23.5,52.7
1981,Leh,2025-04-15,324.62,15.0,66.4
1982,Gangtok,2025-04-15,232.65,28.0,44.1
1983,Darjeeling,2025-04-15,327.23,20.5,37.4
1984,Munnar,2025-04-15,281.72,30.8,57.2
1985,Kedarnath,2025-04-15,336.23,21.4,85.8
1986,Kargil,2025-04-15,33.44,29.6,55.5
1987,Mussoorie,2025-04-15,49.4,26.5,77.0
1988,Tawang,2025-04-15,158.94,17.5,61.7
1989,Cherrapunji,2025-04-15,299.95,5.9,42.9
1990,Pithoragarh,2025-04-15,325.42,22.6,41.4
1991,Srinagar,2025-04-15,133.68,17.3,60.6
1992,Aizawl,2025-04-15,53.74,9.5,79.2
1993,Pauri,2025-04-15,271.7,23.3,47.9
1994,Joshimath,2025-04-15,7.57,11.7,77.5
1995,Itanagar,2025-04-15,240.79,24.2,70.9
1996,Shimla,2025-04-16,150.42,20.9,56.2
1997,Manali,2025-04-16,28.71,10.5,38.8
1998,Dehradun,2025-04-16,200.93,9.4,43.2
1999,Nainital,2025-04-16,194.01,9.2,48.3
2000,Leh,2025-04-16,229.55,5.6,72.6
2001,Gangtok,2025-04-16,158.34,25.2,48.9
2002,Darjeeling,2025-04-16,18.58,15.5,79.8
2003,Munnar,2025-04-16,242.38,10.8,84.9
2004,Kedarnath,2025-04-16,168.87,13.4,78.8
2005,Kargil,2025-04-16,233.34,26.8,83.0
2006,Mussoorie,2025-04-16,194.58,5.3,86.0
2007,Tawang,2025-04-16,62.75,21.8,45.8
2008,Cherrapunji,2025-04-16,247.17,29.6,37.8
2009,Pithoragarh,2025-04-16,112.63,12.8,85.8
2010,Srinagar,2025-04-16,296.09,11.2,88.6
2011,Aizawl,2025-04-16,343.35,31.7,89.5
2012,Pauri,2025-04-16,8.19,29.8,60.9
2013,Joshimath,2025-04-16,335.29,24.2,83.3
2014,Itanagar,2025-04-16,127.86,27.3,88.0
2015,Shimla,2025-04-17,217.15,30.4,40.6
2016,Manali,2025-04-17,62.99,19.5,42.2
2017,Dehradun,2025-04-17,274.94,31.6,84.8
2018,Nainital,2025-04-17,9.82,27.6,43.4
2019,Leh,2025-04-17,52.87,29.7,49.3
2020,Gangtok,2025-04-17,9.93,28.3,39.6
2021,Darjeeling,2025-04-17,113.68,31.2,54.7
2022,Munnar,2025-04-17,233.45,9.3,96.8
2023,Kedarnath,2025-04-17,87.48,30.4,51.5
2024,Kargil,2025-04-17,52.4,9.0,88.3
2025,Mussoorie,2025-04-17,174.65,14.8,54.7
2026,Tawang,2025-04-17,78.92,21.1,82.7
2027,Cherrapunji,2025-04-17,295.89,27.4,40.8
2028,Pithoragarh,2025-04-17,257.65,21.7,50.6
2029,Srinagar,2025-04-17,176.56,11.7,96.3
2030,Aizawl,2025-04-17,69.01,12.0,49.8
2031,Pauri,2025-04-17,33.96,6.7,96.0
2032,Joshimath,2025-04-17,195.05,5.3,50.5
2033,Itanagar,2025-04-17,18.13,25.0,89.2
2034,Shimla,2025-04-18,152.42,25.1,94.7
2035,Manali,2025-04-18,5.99,5.8,55.3
2036,Dehradun,2025-04-18,320.42,18.8,71.1
2037,Nainital,2025-04-18,85.6,28.0,93.1
2038,Leh,2025-04-18,129.81,19.2,85.6
2039,Gangtok,2025-04-18,292.19,21.0,96.0
2040,Darjeeling,2025-04-18,41.8,11.2,79.5
2041,Munnar,2025-04-18,114.56,9.3,94.6
2042,Kedarnath,2025-04-18,79.51,25.8,97.1
2043,Kargil,2025-04-18,163.94,29.1,68.9
2044,Mussoorie,2025-04-18,70.65,5.2,76.0
2045,Tawang,2025-04-18,281.08,30.0,39.6
2046,Cherrapunji,2025-04-18,13.1,13.5,90.7
2047,Pithoragarh,2025-04-18,39.78,19.9,35.7
2048,Srinagar,2025-04-18,130.83,6.6,51.9
2049,Aizawl,2025-04-18,305.03,24.7,77.8
2050,Pauri,2025-04-18,242.29,10.9,66.1
2051,Joshimath,2025-04-18,73.46,9.2,60.9
2052,Itanagar,2025-04-18,35.48,18.0,74.7
2053,Shimla,2025-04-19,335.04,6.5,53.3
2054,Manali,2025-04-19,40.11,27.3,49.4
2055,Dehradun,2025-04-19,347.7,16.4,73.5
2056,Nainital,2025-04-19,267.33,14.5,88.6
2057,Leh,2025-04-19,292.96,15.5,54.5
2058,Gangtok,2025-04-19,60.48,12.5,55.7
2059,Darjeeling,2025-04-19,96.06,9.6,45.6
2060,Munnar,2025-04-19,283.96,12.1,54.4
2061,Kedarnath,2025-04-19,338.41,28.5,81.1
2062,Kargil,2025-04-19,295.75,27.7,44.5
2063,Mussoorie,2025-04-19,298.6,22.1,66.9
2064,Tawang,2025-04-19,64.32,21.1,69.4
2065,Cherrapunji,2025-04-19,209.78,5.8,47.6
2066,Pithoragarh,2025-04-19,322.85,6.6,97.8
2067,Srinagar,2025-04-19,28.75,16.9,86.6
2068,Aizawl,2025-04-19,15.71,10.5,63.2
2069,Pauri,2025-04-19,34.38,13.9,70.1
2070,Joshimath,2025-04-19,198.62,30.4,79.4
2071,Itanagar,2025-04-19,53.68,25.2,87.3
2072,Shimla,2025-04-20,100.71,13.8,52.7
2073,Manali,2025-04-20,68.76,6.5,96.8
2074,Dehradun,2025-04-20,36.24,30.8,38.6
2075,Nainital,2025-04-20,64.31,27.5,39.0
2076,Leh,2025-04-20,117.04,21.8,72.8
2077,Gangtok,2025-04-20,178.19,24.7,43.0
2078,Darjeeling,2025-04-20,348.34,10.5,48.7
2079,Munnar,2025-04-20,268.18,19.5,70.8
2080,Kedarnath,2025-04-20,121.35,23.6,82.2
2081,Kargil,2025-04-20,149.03,15.6,49.7
2082,Mussoorie,2025-04-20,232.61,30.6,90.0
2083,Tawang,2025-04-20,294.59,18.5,47.6
2084,Cherrapunji,2025-04-20,185.22,22.5,69.8
2085,Pithoragarh,2025-04-20,180.93,14.0,53.3
2086,Srinagar,2025-04-20,111.8,25.7,43.7
2087,Aizawl,2025-04-20,140.59,17.0,92.3
2088,Pauri,2025-04-20,187.16,12.6,51.2
2089,Joshimath,2025-04-20,306.68,30.6,93.8
2090,Itanagar,2025-04-20,267.0,8.5,51.0
2091,Shimla,2025-04-21,11.27,26.4,65.9
2092,Manali,2025-04-21,72.19,19.8,65.4
2093,Dehradun,2025-04-21,122.97,27.6,83.9
2094,Nainital,2025-04-21,167.22,18.3,37.9
2095,Leh,2025-04-21,221.16,24.8,59.8
2096,Gangtok,2025-04-21,300.65,21.9,92.8
2097,Darjeeling,2025-04-21,150.45,25.3,40.3
2098,Munnar,2025-04-21,70.92,7.6,41.8
2099,Kedarnath,2025-04-21,290.64,25.6,47.1
2100,Kargil,2025-04-21,216.3,13.5,67.5
2101,Mussoorie,2025-04-21,285.91,22.3,60.7
2102,Tawang,2025-04-21,262.96,20.8,76.9
2103,Cherrapunji,2025-04-21,182.86,23.9,78.1
2104,Pithoragarh,2025-04-21,325.04,19.9,81.9
2105,Srinagar,2025-04-21,226.55,31.9,39.7
2106,Aizawl,2025-04-21,7.08,29.1,83.0
2107,Pauri,2025-04-21,145.06,14.1,67.8
2108,Joshimath,2025-04-21,308.56,21.3,77.0
2109,Itanagar,2025-04-21,263.77,14.7,54.2
2110,Shimla,2025-04-22,75.33,22.3,53.1
2111,Manali,2025-04-22,65.06,26.7,63.8
2112,Dehradun,2025-04-22,99.44,7.5,70.1
2113,Nainital,2025-04-22,326.6,8.3,45.1
2114,Leh,2025-04-22,158.1,11.5,61.1
2115,Gangtok,2025-04-22,23.08,16.2,59.5
2116,Darjeeling,2025-04-22,196.54,24.0,87.0
2117,Munnar,2025-04-22,148.3,10.7,74.8
2118,Kedarnath,2025-04-22,310.85,13.3,72.6
2119,Kargil,2025-04-22,284.99,11.7,87.1
2120,Mussoorie,2025-04-22,278.16,11.2,71.8
2121,Tawang,2025-04-22,161.97,16.7,78.7
2122,Cherrapunji,2025-04-22,10.52,9.4,46.6
2123,Pithoragarh,2025-04-22,294.47,6.2,90.9
2124,Srinagar,2025-04-22,82.66,18.8,56.8
2125,Aizawl,2025-04-22,182.61,9.4,95.5
2126,Pauri,2025-04-22,63.94,32.0,56.2
2127,Joshimath,2025-04-22,180.66,9.3,93.1
2128,Itanagar,2025-04-22,152.99,29.4,77.6
2129,Shimla,2025-04-23,173.41,7.3,68.0
2130,Manali,2025-04-23,207.18,12.6,39.7
2131,Dehradun,2025-04-23,256.01,28.6,39.9
2132,Nainital,2025-04-23,216.93,5.2,83.9
2133,Leh,2025-04-23,321.09,10.9,87.3
2134,Gangtok,2025-04-23,44.55,24.3,79.4
2135,Darjeeling,2025-04-23,84.44,21.7,82.7
2136,Munnar,2025-04-23,336.39,22.8,83.4
2137,Kedarnath,2025-04-23,46.61,13.9,91.3
2138,Kargil,2025-04-23,231.64,17.3,55.1
2139,Mussoorie,2025-04-23,228.54,8.6,83.5
2140,Tawang,2025-04-23,295.83,15.4,61.2
2141,Cherrapunji,2025-04-23,244.23,24.9,86.4
2142,Pithoragarh,2025-04-23,6.37,10.1,58.9
2143,Srinagar,2025-04-23,229.69,19.7,43.9
2144,Aizawl,2025-04-23,82.7,19.2,48.2
2145,Pauri,2025-04-23,300.1,26.1,63.9
2146,Joshimath,2025-04-23,133.65,19.5,39.8
2147,Itanagar,2025-04-23,226.25,7.1,89.0
2148,Shimla,2025-04-24,282.45,15.3,45.0
2149,Manali,2025-04-24,191.7,17.8,42.1
2150,Dehradun,2025-04-24,296.25,11.1,60.9
2151,Nainital,2025-04-24,266.7,14.8,90.3
2152,Leh,2025-04-24,17.57,15.5,68.8
2153,Gangtok,2025-04-24,107.33,28.0,46.9
2154,Darjeeling,2025-04-24,92.86,9.9,92.9
2155,Munnar,2025-04-24,6.88,11.1,54.0
2156,Kedarnath,2025-04-24,55.07,27.5,62.4
2157,Kargil,2025-04-24,60.44,21.0,93.0
2158,Mussoorie,2025-04-24,241.78,8.5,97.1
2159,Tawang,2025-04-24,41.97,23.9,82.2
2160,Cherrapunji,2025-04-24,168.18,9.6,45.9
2161,Pithoragarh,2025-04-24,46.26,30.3,42.5
2162,Srinagar,2025-04-24,125.22,22.2,65.5
2163,Aizawl,2025-04-24,204.18,25.6,97.0
2164,Pauri,2025-04-24,90.06,21.5,35.9
2165,Joshimath,2025-04-24,220.13,18.1,72.0
2166,Itanagar,2025-04-24,316.83,16.3,46.1
2167,Shimla,2025-04-25,249.28,28.1,52.3
2168,Manali,2025-04-25,269.64,7.7,52.3
2169,Dehradun,2025-04-25,97.13,7.5,57.2
2170,Nainital,2025-04-25,211.49,24.9,41.3
2171,Leh,2025-04-25,140.18,25.5,84.2
2172,Gangtok,2025-04-25,255.9,9.0,54.5
2173,Darjeeling,2025-04-25,336.57,28.7,80.9
2174,Munnar,2025-04-25,220.9,21.0,89.5
2175,Kedarnath,2025-04-25,23.39,16.8,55.8
2176,Kargil,2025-04-25,245.34,29.1,52.9
2177,Mussoorie,2025-04-25,167.98,6.4,67.3
2178,Tawang,2025-04-25,147.05,9.1,64.1
2179,Cherrapunji,2025-04-25,290.32,12.5,39.5
2180,Pithoragarh,2025-04-25,337.54,21.8,67.4
2181,Srinagar,2025-04-25,275.58,27.0,63.2
2182,Aizawl,2025-04-25,223.75,17.4,47.8
2183,Pauri,2025-04-25,39.71,26.2,39.9
2184,Joshimath,2025-04-25,300.72,21.5,94.5
2185,Itanagar,2025-04-25,342.18,14.2,78.1
2186,Shimla,2025-04-26,330.56,19.7,81.2
2187,Manali,2025-04-26,120.22,26.3,96.8
2188,Dehradun,2025-04-26,333.56,7.5,56.1
2189,Nainital,2025-04-26,206.28,13.3,69.3
2190,Leh,2025-04-26,17.56,11.0,93.6
2191,Gangtok,2025-04-26,46.02,23.4,62.9
2192,Darjeeling,2025-04-26,261.8,8.2,38.1
2193,Munnar,2025-04-26,221.99,29.2,57.2
2194,Kedarnath,2025-04-26,301.72,14.2,84.1
2195,Kargil,2025-04-26,320.78,16.0,37.7
2196,Mussoorie,2025-04-26,256.16,26.3,58.4
2197,Tawang,2025-04-26,46.88,18.0,45.6
2198,Cherrapunji,2025-04-26,199.13,13.5,41.0
2199,Pithoragarh,2025-04-26,90.87,6.4,88.3
2200,Srinagar,2025-04-26,336.28,15.4,66.9
2201,Aizawl,2025-04-26,247.19,7.9,56.6
2202,Pauri,2025-04-26,212.9,8.1,95.8
2203,Joshimath,2025-04-26,200.92,23.7,90.6
2204,Itanagar,2025-04-26,257.05,19.9,70.1
2205,Shimla,2025-04-27,123.71,28.4,79.8
2206,Manali,2025-04-27,313.43,26.7,82.0
2207,Dehradun,2025-04-27,112.7,12.4,65.3
2208,Nainital,2025-04-27,342.25,26.1,85.1
2209,Leh,2025-04-27,130.41,13.4,42.6
2210,Gangtok,2025-04-27,140.13,30.9,82.2
2211,Darjeeling,2025-04-27,92.29,23.3,68.2
2212,Munnar,2025-04-27,31.11,8.2,51.2
2213,Kedarnath,2025-04-27,9.45,27.8,39.6
2214,Kargil,2025-04-27,165.89,16.0,42.3
2215,Mussoorie,2025-04-27,72.76,23.8,71.0
2216,Tawang,2025-04-27,116.42,7.7,88.3
2217,Cherrapunji,2025-04-27,39.98,8.5,63.6
2218,Pithoragarh,2025-04-27,69.02,17.8,93.3
2219,Srinagar,2025-04-27,323.29,27.6,82.7
2220,Aizawl,2025-04-27,185.85,17.3,56.1
2221,Pauri,2025-04-27,139.94,31.7,84.0
2222,Joshimath,2025-04-27,165.35,30.4,52.2
2223,Itanagar,2025-04-27,150.13,23.3,64.9
2224,Shimla,2025-04-28,279.35,26.0,62.0
2225,Manali,2025-04-28,133.99,26.5,71.7
2226,Dehradun,2025-04-28,215.48,31.3,56.4
2227,Nainital,2025-04-28,141.73,30.3,63.1
2228,Leh,2025-04-28,67.13,17.3,69.6
2229,Gangtok,2025-04-28,227.07,7.9,53.3
2230,Darjeeling,2025-04-28,60.86,30.8,46.0
2231,Munnar,2025-04-28,221.71,21.1,43.9
2232,Kedarnath,2025-04-28,244.02,13.6,75.2
2233,Kargil,2025-04-28,172.07,27.1,74.5
2234,Mussoorie,2025-04-28,318.36,12.9,74.0
2235,Tawang,2025-04-28,53.13,9.5,52.2
2236,Cherrapunji,2025-04-28,200.15,19.8,74.9
2237,Pithoragarh,2025-04-28,65.66,25.1,62.7
2238,Srinagar,2025-04-28,346.45,8.7,92.6
2239,Aizawl,2025-04-28,76.78,6.5,39.1
2240,Pauri,2025-04-28,139.85,11.7,63.5
2241,Joshimath,2025-04-28,257.78,15.7,44.2
2242,Itanagar,2025-04-28,101.98,31.5,77.3
2243,Shimla,2025-04-29,117.17,18.7,48.5
2244,Manali,2025-04-29,151.49,24.6,67.3
2245,Dehradun,2025-04-29,325.87,16.2,62.5
2246,Nainital,2025-04-29,180.94,6.7,42.9
2247,Leh,2025-04-29,250.9,28.8,51.4
2248,Gangtok,2025-04-29,123.07,13.9,97.8
2249,Darjeeling,2025-04-29,98.2,30.0,83.8
2250,Munnar,2025-04-29,16.92,5.2,47.7
2251,Kedarnath,2025-04-29,212.64,26.3,79.1
2252,Kargil,2025-04-29,284.24,31.1,58.0
2253,Mussoorie,2025-04-29,303.27,28.3,51.9
2254,Tawang,2025-04-29,218.87,29.4,78.2
2255,Cherrapunji,2025-04-29,165.12,8.0,97.4
2256,Pithoragarh,2025-04-29,228.81,19.1,78.0
2257,Srinagar,2025-04-29,69.78,28.7,72.9
2258,Aizawl,2025-04-29,290.7,6.6,92.7
2259,Pauri,2025-04-29,50.41,28.0,43.9
2260,Joshimath,2025-04-29,84.37,12.6,76.7
2261,Itanagar,2025-04-29,75.78,26.2,96.1
2262,Shimla,2025-04-30,333.36,9.6,72.5
2263,Manali,2025-04-30,66.34,27.9,74.2
2264,Dehradun,2025-04-30,203.94,18.4,36.8
2265,Nainital,2025-04-30,215.19,7.2,80.0
2266,Leh,2025-04-30,213.75,27.3,78.9
2267,Gangtok,2025-04-30,138.52,22.9,86.3
2268,Darjeeling,2025-04-30,203.82,16.0,37.8
2269,Munnar,2025-04-30,171.02,10.2,52.2
2270,Kedarnath,2025-04-30,200.41,8.7,71.6
2271,Kargil,2025-04-30,96.72,18.3,87.6
2272,Mussoorie,2025-04-30,330.52,13.1,74.9
2273,Tawang,2025-04-30,310.36,21.9,85.9
2274,Cherrapunji,2025-04-30,319.77,22.8,72.3
2275,Pithoragarh,2025-04-30,162.96,22.3,52.1
2276,Srinagar,2025-04-30,299.42,16.0,84.5
2277,Aizawl,2025-04-30,318.8,30.4,39.9
2278,Pauri,2025-04-30,73.09,18.9,40.6
2279,Joshimath,2025-04-30,319.63,8.8,42.2
2280,Itanagar,2025-04-30,163.24,18.8,37.8
2281,Shimla,2025-05-01,278.31,20.8,80.3
2282,Manali,2025-05-01,286.5,6.8,35.7
2283,Dehradun,2025-05-01,256.56,22.2,78.9
